Attributes,Close,Close,Close,Close,Volume,Volume,Volume,Volume
2020-01-23,104.25,103.47,68.95,23.27,2397400.00,314700.00,402600.00,242000.00
2020-01-24,104.02,104.06,68.93,23.17,1888100.00,338400.00,237700.00,172400.00
2020-01-27,103.40,105.25,69.67,23.04,4184800.00,336800.00,369200.00,253500.00
2020-01-28,103.72,105.78,69.26,23.50,4582100.00,413400.00,448800.00,490500.00
2020-01-29,103.49,106.19,69.49,23.38,3678300.00,350400.00,420200.00,405000.00
2020-01-30,103.37,106.83,69.74,23.46,1461200.00,320100.00,424700.00,438400.00
2020-01-31,100.93,106.39,69.24,23.19,1826200.00,472500.00,345000.00,677100.00
2020-02-03,100.53,107.30,69.19,23.59,3794600.00,341400.00,297700.00,599200.00
2020-02-04,101.29,108.29,69.54,23.66,2659600.00,415300.00,370900.00,293400.00
2020-02-05,101.83,106.70,69.82,24.35,2350200.00,624700.00,411600.00,553500.00
2020-02-06,102.47,108.83,70.59,24.39,2552400.00,504100.00,305100.00,467000.00
2020-02-07,102.49,108.08,70.40,24.20,852400.00,337700.00,336200.00,314200.00
2020-02-10,102.15,108.98,70.95,24.21,1864500.00,276300.00,219900.00,283000.00
2020-02-11,102.16,108.14,70.74,24.39,1629000.00,291400.00,248500.00,313700.00
2020-02-12,102.06,107.96,70.61,24.36,1977800.00,339500.00,397300.00,1096400.00
2020-02-13,101.75,108.27,70.84,24.36,3082100.00,456100.00,319400.00,485900.00
2020-02-14,101.81,108.55,71.09,25.09,546100.00,706300.00,203100.00,1133600.00
2020-02-18,101.30,108.10,71.08,25.48,2277600.00,347300.00,274200.00,658100.00
2020-02-19,101.09,108.49,71.09,25.11,1127100.00,513800.00,545300.00,653700.00
2020-02-20,101.25,108.36,69.92,25.46,1558000.00,512300.00,518700.00,529600.00
2020-02-21,100.92,107.26,70.15,25.32,1934000.00,472900.00,618400.00,652100.00
2020-02-24,99.47,106.60,70.00,24.72,2826800.00,425100.00,449300.00,495500.00
2020-02-25,97.25,107.20,69.76,24.14,3012700.00,1015100.00,703200.00,678000.00
2020-02-26,95.70,103.24,69.68,23.57,3015000.00,1189800.00,742400.00,1459400.00
2020-02-27,93.51,103.05,69.35,23.28,2012800.00,455800.00,488600.00,922500.00
2020-02-28,91.21,99.71,66.50,22.29,4242900.00,1560000.00,1795000.00,1781000.00
2020-03-02,92.10,101.66,67.36,22.77,2796500.00,1239800.00,1429500.00,760200.00
2020-03-03,89.98,101.59,69.15,22.53,3630700.00,1202500.00,1310600.00,924700.00
2020-03-04,90.93,104.93,71.58,22.66,2321700.00,802100.00,953800.00,488000.00
2020-03-05,88.01,101.94,71.87,22.30,3173700.00,1160100.00,924100.00,553900.00
2020-03-06,84.37,100.30,72.35,21.72,4113800.00,1122200.00,1057500.00,332800.00
2020-03-09,73.16,96.53,67.11,19.44,5946800.00,1527000.00,1614300.00,991400.00
2020-03-10,75.97,99.70,67.97,19.59,6116200.00,1434900.00,1482400.00,1717000.00
2020-03-11,72.38,94.83,66.64,18.84,5313900.00,1084100.00,1540200.00,1181100.00
2020-03-12,60.50,85.30,59.47,15.40,11609700.00,2317200.00,1927200.00,1658700.00
2020-03-13,70.77,89.56,66.49,16.93,8046800.00,1670300.00,2087900.00,1192900.00
2020-03-16,62.01,80.78,64.60,15.24,4621900.00,1276000.00,1700700.00,1127100.00
2020-03-17,61.41,82.03,69.75,14.17,7088300.00,1534500.00,2125600.00,1452500.00
2020-03-18,58.13,81.96,67.29,13.00,5353600.00,1008500.00,1785700.00,1379200.00
2020-03-19,60.67,84.34,66.80,12.69,5091100.00,764500.00,1549600.00,1313300.00
2020-03-20,62.26,80.01,66.75,13.08,8743500.00,1898700.00,2148200.00,2872300.00
2020-03-23,56.24,76.46,59.70,11.45,5328000.00,964900.00,1196400.00,1256600.00
2020-03-24,64.10,82.34,63.64,12.58,5574400.00,1091700.00,1113800.00,1008800.00
2020-03-25,69.67,86.26,67.21,13.09,6015900.00,1110500.00,1099400.00,1616900.00
2020-03-26,69.98,86.63,68.60,13.85,3482800.00,776000.00,907200.00,999800.00
2020-03-27,66.66,87.06,67.22,13.38,2805500.00,920700.00,630400.00,1763400.00
2020-03-30,67.81,94.25,69.14,13.18,3043900.00,774800.00,770800.00,1549700.00
2020-03-31,71.06,95.88,72.55,13.97,3658700.00,1042500.00,1283600.00,1117300.00
2020-04-01,67.13,92.89,71.97,12.44,2798400.00,894300.00,1519000.00,689900.00
2020-04-02,67.96,94.57,71.01,12.46,3317700.00,908800.00,816000.00,1008800.00
2020-04-03,66.95,93.79,72.48,11.17,1591500.00,509600.00,770000.00,2114700.00
2020-04-06,70.70,96.85,75.44,12.55,3811600.00,754500.00,1095100.00,1225000.00
2020-04-07,72.03,95.39,75.22,12.90,3141900.00,673500.00,1135500.00,876000.00
2020-04-08,74.89,98.22,74.69,13.35,3743300.00,643900.00,712400.00,563400.00
2020-04-09,75.10,99.32,71.97,13.69,4126900.00,458800.00,1156800.00,825300.00
2020-04-13,73.44,98.19,72.59,12.61,3657400.00,390200.00,532700.00,832400.00
2020-04-14,72.99,100.46,73.17,13.56,2992600.00,408500.00,689500.00,764400.00
2020-04-15,69.34,99.03,72.83,12.87,2993700.00,480700.00,801900.00,870300.00
2020-04-16,67.65,99.97,73.47,13.54,6459200.00,452400.00,602600.00,890300.00
2020-04-17,69.99,101.74,73.93,13.97,2758000.00,381100.00,755300.00,844200.00
2020-04-20,69.22,100.20,74.72,14.18,4025700.00,366500.00,445800.00,796800.00
2020-04-21,66.43,98.20,72.89,13.88,4094800.00,523700.00,669300.00,684400.00
2020-04-22,67.33,100.92,74.95,13.79,3461600.00,810800.00,832000.00,730100.00
2020-04-23,66.89,99.05,74.32,13.80,2561500.00,324700.00,570200.00,541000.00
2020-04-24,67.52,99.96,74.50,13.67,4905600.00,602300.00,568000.00,507200.00
2020-04-27,69.81,100.47,75.00,14.17,6015700.00,554900.00,501400.00,1694300.00
2020-04-28,71.26,99.89,73.37,14.75,8798900.00,554300.00,1027800.00,1037500.00
2020-04-29,74.84,99.78,70.55,15.38,4690200.00,481300.00,1069300.00,790200.00
2020-04-30,70.77,98.07,68.50,14.79,9976000.00,780400.00,1407100.00,1123200.00
2020-05-01,68.55,97.24,68.08,14.27,2289000.00,744800.00,454700.00,429400.00
2020-05-04,68.56,98.56,67.77,13.94,5369700.00,659600.00,528600.00,579000.00
2020-05-05,67.75,98.20,68.84,13.86,6703600.00,685900.00,932200.00,518800.00
2020-05-06,67.98,96.03,68.59,13.65,2857400.00,520200.00,620900.00,690500.00
2020-05-07,67.10,95.73,67.41,14.08,2602700.00,637300.00,593800.00,1048200.00
2020-05-08,68.34,95.04,69.26,14.63,3335000.00,548800.00,446600.00,857900.00
2020-05-11,68.71,95.72,71.69,14.50,3344800.00,697200.00,637000.00,719900.00
2020-05-12,67.30,94.02,70.10,14.20,2000100.00,860200.00,543400.00,1072700.00
2020-05-13,63.85,92.10,68.05,13.91,3580700.00,716300.00,511300.00,980200.00
2020-05-14,63.13,93.05,68.14,14.75,3996800.00,509600.00,411200.00,1348500.00
2020-05-15,62.37,93.69,67.38,14.37,2180500.00,272100.00,557500.00,1147000.00
2020-05-19,65.22,94.87,68.70,15.08,4125700.00,792900.00,679400.00,791200.00
2020-05-20,66.45,93.15,67.50,15.60,3457500.00,472800.00,746000.00,1685300.00
2020-05-21,65.10,92.33,66.84,15.78,2767500.00,573300.00,719400.00,457800.00
2020-05-22,64.14,92.60,66.40,15.35,2600700.00,267100.00,755100.00,480900.00
2020-05-25,65.25,93.06,66.84,15.61,1270300.00,214000.00,235700.00,224300.00
2020-05-26,70.19,91.99,66.93,16.36,3843100.00,573400.00,826600.00,533400.00
2020-05-27,70.78,90.77,66.74,16.63,4658100.00,761600.00,1170900.00,731600.00
2020-05-28,69.39,93.15,68.20,16.45,2298300.00,1023800.00,724700.00,884200.00
2020-05-29,67.92,92.22,68.16,16.32,3355400.00,3020100.00,1099000.00,1689900.00
2020-06-01,69.09,92.70,67.00,16.38,1886500.00,603800.00,428200.00,449600.00
2020-06-02,70.52,94.92,67.58,16.63,2001000.00,514700.00,573800.00,732200.00
2020-06-03,73.93,95.46,67.96,17.36,3129700.00,620300.00,587200.00,830500.00
2020-06-04,74.15,94.22,67.09,17.35,2487200.00,659300.00,612600.00,502000.00
2020-06-05,76.07,95.43,67.46,18.08,2454400.00,497900.00,707400.00,628800.00
2020-06-08,77.95,92.61,66.31,17.97,2383000.00,478200.00,987000.00,553100.00
2020-06-09,77.29,92.88,65.99,18.03,1817100.00,429000.00,629700.00,573900.00
2020-06-10,75.71,93.89,66.80,17.16,2506700.00,392500.00,849600.00,774100.00
2020-06-11,72.50,91.35,65.51,16.59,3129500.00,854000.00,870800.00,714700.00
2020-06-12,74.45,91.65,66.44,16.81,3406800.00,721800.00,1325400.00,829100.00
2020-06-15,74.68,91.90,66.18,16.67,2099900.00,592200.00,745500.00,407700.00
2020-06-16,76.77,91.93,66.67,16.94,2712900.00,462400.00,847500.00,493100.00
2020-06-17,76.14,92.65,65.92,16.89,1826900.00,463900.00,814100.00,322300.00
2020-06-18,76.55,92.81,66.27,17.12,2034900.00,447700.00,405200.00,701800.00
2020-06-19,75.99,92.05,67.15,17.24,7035500.00,2685800.00,2949900.00,1953700.00
2020-06-22,75.20,92.86,66.54,17.23,1575200.00,524800.00,983300.00,843900.00
2020-06-23,75.93,92.26,65.21,17.29,3662300.00,731500.00,1269000.00,753400.00
2020-06-24,73.95,90.93,66.13,16.92,3430200.00,333800.00,1053000.00,684700.00
2020-06-25,73.75,91.61,66.63,17.16,1786900.00,376600.00,465200.00,693600.00
2020-06-26,70.74,91.19,65.34,16.95,3616800.00,396400.00,495400.00,598400.00
2020-06-29,71.46,91.50,67.20,17.03,1730300.00,396200.00,735300.00,927600.00
2020-06-30,72.26,92.24,66.11,17.27,2614300.00,392100.00,684600.00,1194000.00
2020-07-02,72.11,91.67,66.59,17.25,2096200.00,348200.00,684000.00,803900.00
2020-07-03,72.25,91.85,66.71,17.10,384700.00,102200.00,237500.00,294600.00
2020-07-06,73.70,92.00,67.49,17.47,3505000.00,289900.00,448300.00,308400.00
2020-07-07,71.97,90.87,67.31,17.94,2226200.00,411500.00,372400.00,562400.00
2020-07-08,72.02,91.66,66.89,18.10,2244900.00,309300.00,354800.00,556200.00
2020-07-09,70.88,92.33,66.86,17.86,4444800.00,330000.00,292000.00,516900.00
2020-07-10,72.82,91.90,67.43,17.94,4538400.00,254800.00,327900.00,473000.00
2020-07-13,73.23,91.74,68.10,17.64,4278200.00,590400.00,442700.00,563500.00
2020-07-14,73.85,93.03,68.42,17.75,5029100.00,487300.00,669100.00,597200.00
2020-07-15,75.56,94.36,69.36,18.09,2239600.00,508800.00,558400.00,621500.00
2020-07-16,75.50,94.75,69.60,17.80,2137400.00,339100.00,271100.00,519300.00
2020-07-17,74.60,96.01,70.35,17.99,1688400.00,291900.00,368000.00,444300.00
2020-07-20,74.38,95.56,70.17,17.93,3534000.00,451700.00,282500.00,837800.00
2020-07-21,75.08,94.61,68.79,17.75,2205800.00,607500.00,449500.00,693400.00
2020-07-22,74.80,94.40,68.42,18.18,939100.00,819300.00,400200.00,601500.00
2020-07-23,74.24,92.77,69.46,18.22,2828900.00,786200.00,665200.00,768800.00
2020-07-24,73.73,91.62,69.13,18.21,2482500.00,388700.00,357400.00,246700.00
2020-07-27,74.17,91.49,69.25,18.45,4266100.00,663900.00,222400.00,931900.00
2020-07-28,73.96,92.02,68.80,18.74,5392300.00,643600.00,312800.00,827800.00
2020-07-29,75.07,93.27,69.79,18.75,4071900.00,282400.00,687200.00,510300.00
2020-07-30,75.43,93.64,70.00,18.71,3647200.00,393200.00,342000.00,381800.00
2020-07-31,73.28,93.46,69.49,18.41,2600000.00,610000.00,360500.00,472500.00
2020-08-04,73.00,94.71,69.77,18.43,5142100.00,664300.00,483900.00,579900.00
2020-08-05,74.41,94.87,69.90,18.95,7900600.00,417800.00,297500.00,501900.00
2020-08-06,74.30,98.78,69.97,19.07,4639900.00,766200.00,446200.00,554700.00
2020-08-07,75.25,100.11,69.81,19.19,2311800.00,498100.00,289600.00,340000.00
2020-08-10,76.60,99.14,69.53,19.32,5894700.00,503200.00,509200.00,314900.00
2020-08-11,77.58,99.21,70.20,19.39,4454700.00,613000.00,710000.00,504100.00
2020-08-12,78.65,100.25,70.35,19.53,3597800.00,279700.00,647400.00,423500.00
2020-08-13,77.79,99.42,70.73,19.50,2273800.00,512700.00,611900.00,345100.00
2020-08-14,78.03,99.64,70.79,19.20,2396400.00,313600.00,696700.00,461400.00
2020-08-17,77.78,99.32,70.71,19.31,1902200.00,637400.00,433800.00,388800.00
2020-08-18,77.31,99.56,71.00,19.07,2127300.00,395800.00,429400.00,504600.00
2020-08-19,77.01,100.42,70.90,19.13,1429400.00,456500.00,688800.00,322300.00
2020-08-20,76.07,101.31,70.75,19.00,1565500.00,627400.00,462900.00,514000.00
2020-08-21,75.48,101.70,71.10,18.85,2152500.00,867100.00,688900.00,320800.00
2020-08-24,76.85,102.19,71.13,19.13,2270100.00,680200.00,555500.00,275700.00
2020-08-25,81.23,100.70,70.33,19.06,3943300.00,562900.00,382100.00,494300.00
2020-08-26,83.56,101.50,69.68,19.23,3731100.00,434200.00,605100.00,393600.00
2020-08-27,83.67,101.51,69.81,19.05,2537800.00,705000.00,374600.00,365500.00
2020-08-28,82.83,100.98,68.40,18.83,1666100.00,605300.00,422700.00,363000.00
2020-08-31,82.78,99.71,67.41,18.52,3064900.00,827900.00,854100.00,1221800.00
2020-09-01,81.90,101.58,66.89,18.95,2025000.00,789100.00,763900.00,665400.00
2020-09-02,81.94,103.38,68.60,18.97,1692400.00,502100.00,826700.00,352700.00
2020-09-03,81.42,101.55,67.97,18.52,2052700.00,818600.00,607000.00,356200.00
2020-09-04,81.37,99.29,66.78,18.34,2337800.00,859200.00,778200.00,838800.00
2020-09-08,80.16,99.67,66.80,17.80,2293200.00,791300.00,1664300.00,839200.00
2020-09-09,80.72,101.26,68.55,18.09,1544700.00,528200.00,640000.00,402200.00
2020-09-10,79.83,100.11,68.41,17.79,1238300.00,320600.00,537300.00,587800.00
2020-09-11,80.51,100.86,68.22,18.06,1615800.00,217100.00,626500.00,556800.00
2020-09-14,81.36,102.37,68.26,18.04,1463900.00,659500.00,804900.00,415400.00
2020-09-15,81.25,103.56,68.66,18.06,1287500.00,561200.00,588200.00,567500.00
2020-09-16,80.64,102.46,67.43,17.99,1576300.00,229700.00,589600.00,475800.00
2020-09-17,80.79,101.71,67.99,18.01,1717800.00,270100.00,577800.00,248600.00
2020-09-18,80.23,102.23,67.69,18.04,3300900.00,1005700.00,1625600.00,1373400.00
2020-09-21,79.17,102.35,67.76,17.53,1671000.00,418400.00,437500.00,1052400.00
2020-09-22,78.04,103.99,69.90,17.59,1544500.00,279200.00,618600.00,299600.00
2020-09-23,77.65,103.70,69.78,17.19,1278800.00,430700.00,429900.00,457400.00
2020-09-24,77.99,103.42,69.90,16.98,1526500.00,296300.00,781100.00,547400.00
2020-09-25,77.98,105.22,70.70,17.21,1300500.00,306900.00,1401200.00,363600.00
2020-09-28,79.59,107.19,70.72,17.30,1350800.00,383900.00,453400.00,593200.00
2020-09-29,78.17,107.04,70.27,16.95,2461300.00,254600.00,326200.00,317500.00
2020-09-30,77.84,106.26,69.73,16.89,4141200.00,392200.00,533300.00,785300.00
2020-10-01,77.08,106.95,69.63,17.06,1720500.00,275800.00,394100.00,522800.00
2020-10-02,77.40,106.66,69.35,17.32,3702100.00,338100.00,350600.00,401000.00
2020-10-05,78.45,107.51,69.84,17.64,3557500.00,255800.00,574200.00,842700.00
2020-10-06,80.37,106.96,69.61,17.39,3934900.00,312700.00,514400.00,597200.00
2020-10-07,81.72,107.75,69.44,17.68,2186600.00,330500.00,295400.00,548500.00
2020-10-08,82.21,107.72,69.30,18.00,3700700.00,307100.00,1354600.00,542500.00
2020-10-09,81.78,108.14,68.86,18.13,3752800.00,344400.00,354300.00,320700.00
2020-10-13,81.39,109.03,68.93,18.16,4889900.00,506900.00,388300.00,369800.00
2020-10-14,80.94,108.68,68.78,17.75,3543600.00,387300.00,428200.00,528300.00
2020-10-15,81.01,109.64,69.45,17.72,1295400.00,308500.00,340300.00,605400.00
2020-10-16,80.99,109.14,69.38,17.77,1445700.00,401800.00,313900.00,724100.00
2020-10-19,79.78,108.14,68.55,17.58,3008900.00,365100.00,379600.00,592500.00
2020-10-20,80.86,108.13,68.36,17.30,3351200.00,367100.00,530700.00,966900.00
2020-10-21,81.95,108.17,68.57,17.44,3838900.00,253400.00,258500.00,639500.00
2020-10-22,82.73,107.71,67.63,17.65,3873300.00,615600.00,714600.00,569800.00
2020-10-23,84.09,107.63,67.57,17.65,2899400.00,272900.00,281900.00,288500.00
2020-10-26,83.65,106.84,67.03,16.62,3744000.00,359100.00,328500.00,761900.00
2020-10-27,82.08,105.88,67.14,16.24,6615400.00,341900.00,322500.00,680300.00
2020-10-28,80.08,103.98,66.73,15.67,7170500.00,474700.00,513000.00,882200.00
2020-10-29,81.08,103.83,66.75,15.86,3056700.00,230800.00,373300.00,818300.00
2020-10-30,79.33,103.58,66.32,15.53,4793500.00,420300.00,663900.00,906500.00
2020-11-02,79.50,104.55,66.23,15.49,3004700.00,579500.00,324300.00,710100.00
2020-11-03,81.53,108.26,65.87,15.76,5595900.00,451300.00,380400.00,600200.00
2020-11-04,82.68,110.17,66.13,16.01,8269300.00,946200.00,1013300.00,716800.00
2020-11-05,82.09,111.98,65.87,16.10,3720700.00,593100.00,997400.00,359700.00
2020-11-06,81.38,113.34,66.60,16.00,3724000.00,329800.00,895700.00,509200.00
2020-11-09,84.89,109.67,66.00,16.69,8452000.00,780000.00,976000.00,762700.00
2020-11-10,87.57,108.68,65.98,16.49,4138300.00,733200.00,856700.00,855400.00
2020-11-11,87.35,110.46,66.66,16.32,3160500.00,929400.00,653500.00,709100.00
2020-11-12,86.77,109.36,67.60,16.57,1972500.00,348400.00,736500.00,1637000.00
2020-11-13,87.54,109.26,65.70,16.69,2021500.00,344600.00,1302900.00,806200.00
2020-11-16,89.66,107.58,65.25,17.06,4699700.00,720100.00,1557900.00,632400.00
2020-11-17,90.82,105.99,65.17,16.83,4617800.00,966100.00,1155700.00,776100.00
2020-11-18,91.51,105.08,64.14,17.20,2011000.00,840600.00,1179400.00,707700.00
2020-11-19,92.27,105.20,64.28,17.26,1985400.00,431500.00,560300.00,570900.00
2020-11-20,93.35,105.64,64.26,17.24,2494900.00,480300.00,649900.00,337800.00
2020-11-23,94.84,104.89,64.85,17.34,1830500.00,523100.00,809200.00,333900.00
2020-11-24,97.28,103.38,64.09,17.69,2891500.00,557900.00,828300.00,455800.00
2020-11-25,97.04,104.03,63.85,17.50,3411300.00,307900.00,808900.00,386500.00
2020-11-26,97.16,103.43,64.06,17.57,742900.00,106300.00,202700.00,157700.00
2020-11-27,96.77,103.70,64.30,17.45,1189600.00,233500.00,441300.00,273500.00
2020-11-30,93.33,102.94,64.20,17.02,3665200.00,874400.00,1196000.00,1196100.00
2020-12-01,96.52,103.10,63.60,17.08,2718500.00,662500.00,692200.00,700800.00
2020-12-02,97.33,103.39,63.54,16.76,2109900.00,685000.00,688800.00,817900.00
2020-12-03,97.76,103.48,64.04,16.88,1927100.00,374100.00,590900.00,538600.00
2020-12-04,98.05,104.14,63.53,17.08,1401200.00,330800.00,860400.00,1140000.00
2020-12-07,97.39,103.44,63.20,16.92,2858100.00,254500.00,859000.00,1258500.00
2020-12-08,97.65,103.32,63.98,16.77,1868200.00,433100.00,1018600.00,729600.00
2020-12-09,98.33,103.53,65.82,16.58,1335400.00,504500.00,1222100.00,652900.00
2020-12-10,97.51,102.45,65.21,16.48,1365800.00,337900.00,848600.00,617400.00
2020-12-11,97.14,103.32,65.49,16.70,1220400.00,359700.00,834600.00,623500.00
2020-12-14,96.12,102.63,65.20,16.64,2631400.00,611300.00,1004400.00,1232600.00
2020-12-15,97.46,102.75,65.14,17.00,2656400.00,336000.00,1012300.00,787500.00
2020-12-16,97.43,102.25,65.41,16.21,3019200.00,517000.00,928100.00,2585500.00
2020-12-17,97.58,102.64,64.67,16.18,1554800.00,857300.00,690300.00,1214100.00
2020-12-18,96.44,103.31,64.60,16.30,4353100.00,929600.00,1498400.00,3993200.00
2020-12-21,96.78,102.84,64.06,15.95,1409500.00,312900.00,3783900.00,866100.00
2020-12-22,96.66,102.68,64.02,15.85,1229000.00,344200.00,596100.00,838800.00
2020-12-23,97.33,102.68,63.69,16.06,1842100.00,223100.00,419200.00,694800.00
2020-12-24,97.25,103.32,63.72,15.91,527600.00,114800.00,235400.00,639600.00
2020-12-29,97.14,104.56,63.46,16.07,2252900.00,366900.00,360400.00,972200.00
2020-12-30,96.61,104.60,63.12,15.93,977300.00,191100.00,292900.00,471500.00
2020-12-31,96.78,104.18,62.81,15.78,1037700.00,294300.00,396500.00,292200.00
2021-01-04,95.99,103.40,63.75,15.11,2617000.00,458300.00,340900.00,783200.00
2021-01-05,96.46,104.04,63.83,15.30,1663700.00,332200.00,453100.00,728400.00
2021-01-06,98.20,102.81,64.46,15.79,2975700.00,549800.00,662100.00,1469100.00
2021-01-07,99.24,102.26,64.33,16.48,2872000.00,600800.00,603100.00,1108100.00
2021-01-08,99.86,102.46,65.11,16.21,3451700.00,449300.00,469500.00,1135400.00
2021-01-11,99.87,101.84,64.47,16.44,4246500.00,353200.00,477700.00,1063900.00
2021-01-12,99.62,100.72,64.06,17.42,1479700.00,330800.00,478300.00,1943600.00
2021-01-13,99.29,100.89,63.54,16.58,2301600.00,443300.00,584300.00,1489400.00
2021-01-14,99.50,99.24,63.02,16.47,1711100.00,554900.00,473500.00,1723900.00
2021-01-15,100.63,102.17,64.22,16.51,4344500.00,980400.00,615800.00,624300.00
2021-01-18,101.23,102.55,63.80,16.60,576200.00,154300.00,187800.00,334000.00
2021-01-19,100.50,102.50,63.66,16.37,2113900.00,462100.00,556400.00,1222400.00
2021-01-20,99.55,103.82,63.20,16.37,4668800.00,351800.00,843600.00,920600.00
2021-01-21,98.20,103.02,63.52,16.67,4577600.00,232000.00,765600.00,1449800.00
2021-01-22,97.60,103.72,63.35,16.58,2399000.00,248200.00,407000.00,1045900.00
2021-01-25,98.14,105.89,63.94,16.50,2832300.00,394000.00,565200.00,1427100.00
2021-01-26,98.05,104.96,64.06,16.99,2368600.00,265200.00,625000.00,1103200.00
2021-01-27,97.05,102.50,63.41,16.29,3711000.00,386000.00,713200.00,1431800.00
2021-01-28,98.13,104.93,63.04,16.27,5229300.00,342200.00,613500.00,830500.00
2021-01-29,95.12,104.27,61.75,15.88,4186300.00,540500.00,942000.00,1264000.00
2021-02-01,95.75,107.42,63.02,16.60,2563100.00,423000.00,880500.00,938900.00
2021-02-02,96.44,108.42,62.75,17.01,1623200.00,412600.00,643200.00,1064900.00
2021-02-03,96.21,108.02,61.80,17.27,2029800.00,400300.00,897900.00,677400.00
2021-02-04,97.93,107.60,62.25,17.38,6258200.00,391900.00,440100.00,629600.00
2021-02-05,97.84,107.53,62.02,17.79,2588400.00,280700.00,590200.00,1232700.00
2021-02-08,97.77,106.41,62.09,17.41,4298300.00,364100.00,417300.00,1168200.00
2021-02-09,97.62,105.86,62.51,17.47,4120700.00,211300.00,435700.00,942700.00
2021-02-10,97.31,104.61,62.26,17.33,2089600.00,236200.00,561400.00,1449900.00
2021-02-11,96.84,105.05,62.04,18.20,1423000.00,261400.00,411200.00,1204000.00
